time,flux
0.0011511578,-1.0843449707890183
0.0011513058645322661,-1.098845982356377
0.001151453929064532,-1.1129676073825499
0.0011516019935967983,-1.1267042659018984
0.0011517500581290645,-1.140050377954376
0.0011518981226613307,-1.1530003635771404
0.0011520461871935967,-1.1655486428017574
0.0011521942517258629,-1.1776896356653843
0.001152342316258129,-1.1894177622051791
0.001152490380790395,-1.2007274424582992
0.0011526384453226612,-1.2116130964619019
0.0011527865098549274,-1.2220691442475533
0.0011529345743871936,-1.232090005855207
0.0011530826389194596,-1.2416701013192242
0.0011532307034517258,-1.250803850673967
0.001153378767983992,-1.2594856739621845
0.001153526832516258,-1.2677099912126468
0.0011536748970485242,-1.275471222465307
0.0011538229615807903,-1.2827637877545275
0.0011539710261130565,-1.2895821071202611
0.0011541190906453225,-1.2959206005940738
0.0011542671551775887,-1.3017736882131232
0.001154415219709855,-1.3071357900145668
0.0011545632842421209,-1.3120013260355623
0.001154711348774387,-1.3163647163104713
0.0011548594133066533,-1.3202203808736555
0.0011550074778389195,-1.3235627397650682
0.0011551555423711854,-1.3263862130218673
0.0011553036069034516,-1.3286852206756186
0.0011554516714357178,-1.3304541827634793
0.001155599735967984,-1.3316875193226072
0.00115574780050025,-1.3323796503901597
0.0011558958650325162,-1.3325249960004988
0.0011560439295647824,-1.332117976190782
0.0011561919940970484,-1.3311530109953706
0.0011563400586293146,-1.3296245204542185
0.0011564881231615808,-1.3275269245988914
0.001156636187693847,-1.3248546434693427
0.001156784252226113,-1.321602097099934
0.0011569323167583791,-1.317763705527823
0.0011570803812906453,-1.3133338887873716
0.0011572284458229113,-1.308307066912941
0.0011573765103551775,-1.3026776599472807
0.0011575245748874437,-1.2964400879219569
0.0011576726394197099,-1.2895887708713307
0.0011578207039519759,-1.2821181288353558
0.001157968768484242,-1.2740225818511899
0.0011581168330165083,-1.2652965499503985
0.0011582648975487742,-1.2559344531701397
0.0011584129620810404,-1.2459307115475706
0.0011585610266133066,-1.2352797472195363
0.0011587090911455728,-1.2188709484454108
0.0011588571556778388,-1.1941892447911635
0.001159005220210105,-1.1613402147254661
0.0011591532847423712,-1.1224322396754607
0.0011593013492746372,-1.077535236550568
0.0011594494138069034,-1.034066565845607
0.0011595974783391695,-0.9958128535295545
0.0011597455428714357,-0.9686271194135766
0.0011598936074037017,-0.9559646437892321
0.001160041671935968,-0.9517488992050969
0.0011601897364682341,-0.9463520646891128
0.0011603378010005,-0.9344306960867402
0.0011604858655327663,-0.9068245451679174
0.0011606339300650325,-0.8653613575089512
0.0011607819945972987,-0.8267923746418301
0.0011609300591295646,-0.793078694061463
0.0011610781236618308,-0.7748850816828556
0.001161226188194097,-0.772893532305638
0.001161374252726363,-0.7738150242543926
0.0011615223172586292,-0.7736588664277355
0.0011616703817908954,-0.7689004854974778
0.0011618184463231616,-0.7579778560223256
0.0011619665108554276,-0.7436987437178321
0.0011621145753876938,-0.72907807272456
0.00116226263991996,-0.7139276656805823
0.001162410704452226,-0.698039053027671
0.0011625587689844921,-0.6818055777759913
0.0011627068335167583,-0.666518054487527
0.0011628548980490245,-0.6522138186673256
0.0011630029625812905,-0.6382082091978207
0.0011631510271135567,-0.6248373281329309
0.001163299091645823,-0.6138518838867761
0.001163447156178089,-0.605856355326114
0.001163595220710355,-0.6075742263696966
0.0011637432852426213,-0.6197432300094495
0.0011638913497748875,-0.6308075794071439
0.0011640394143071534,-0.632437163917845
0.0011641874788394196,-0.6180538822418794
0.0011643355433716858,-0.5828859694929357
0.001164483607903952,-0.5354520351537305
0.001164631672436218,-0.4961707097139423
0.0011647797369684842,-0.4660930910754267
0.0011649278015007504,-0.4455211831780506
0.0011650758660330164,-0.4359082800466649
0.0011652239305652826,-0.4204189468131764
0.0011653719950975487,-0.3992323806410698
0.001165520059629815,-0.3802395708194632
0.001165668124162081,-0.3627125210155203
0.0011658161886943471,-0.35353815001899364
0.0011659642532266133,-0.35556450334076256
0.0011661123177588793,-0.3620461111420963
0.0011662603822911455,-0.3712870893729997
0.0011664084468234117,-0.37647360910805483
0.0011665565113556779,-0.3674790109975803
0.0011667045758879438,-0.34978685437028534
0.00116685264042021,-0.33009042269949146
