flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
0.993771,0.0007311054,0,-0.001324667,108.92411208246487,632.6808730163988,11915,7787.6963,3.5342135,1214.6322,0.3045314,6226.3315,4.5806375,0,,,,,108.92411208246487,0.0002931787,632.6808730163988,0.00043513265,-0.02744411,-0.2061652
0.9974865,0.00073223794,144,-0.0013261862,108.92391736404899,632.6816712956055,11917,7805.3286,3.5398946,1214.581,0.30448836,6249.6104,4.5877333,144,,,,,108.92391736404899,0.00029305575,632.6816712956055,0.00043489024,-0.027298966,-0.20620315
0.99565315,0.0007313867,0,-0.0013269455,108.92387014829745,632.6809274341625,11918,7795.275,3.5362072,1213.9949,0.3046354,6238.124,4.5824,0,,,,,108.92387014829745,0.0002931623,632.6809274341625,0.00043512936,-0.027258107,-0.20602116
0.99456173,0.00073116506,0,-0.0013277045,108.92358891565246,632.6806093128762,11919,7789.393,3.5344121,1213.5519,0.3044321,6231.2856,4.5810113,0,,,,,108.92358891565246,0.00029308873,632.6806093128762,0.00043500547,-0.027178934,-0.20582846
0.9965323,0.00073159934,0,-0.0013284632,108.92400205525165,632.6806841174175,11920,7798.2603,3.5363426,1214.4619,0.30451217,6243.6323,4.583732,0,,,,,108.92400205525165,0.000293023,632.6806841174175,0.00043489877,-0.02723666,-0.20584232
0.99567604,0.00073092186,0,-0.0013292215,108.92402169147601,632.682283289635,11921,7794.0,3.5335925,1213.7571,0.30471334,6238.267,4.5794873,0,,,,,108.92402169147601,0.00029279373,632.682283289635,0.00043445593,-0.02724127,-0.20562916
0.9958616,0.000731575,0,-0.0013299797,108.92342160085101,632.6809221400229,11922,7795.6377,3.5362582,1214.2062,0.30461696,6239.4297,4.5835795,0,,,,,108.92342160085101,0.00029284492,632.6809221400229,0.00043462438,-0.02722882,-0.20528501
0.99653804,0.0007316872,8192,-0.0013307376,108.92360308082435,632.6812841228506,11923,7799.0645,3.5366166,1215.3047,0.30447218,6243.668,4.5842824,8192,,,,,108.92360308082435,0.00029285083,632.6812841228506,0.0004346249,-0.027320933,-0.20541394
0.9960198,0.000731038,0,-0.0013314951,108.92365317706107,632.680657862969,11924,7796.152,3.5337698,1215.5264,0.3045782,6240.421,4.580215,0,,,,,108.92365317706107,0.00029283456,632.680657862969,0.00043460008,-0.027157068,-0.20529369
0.9968747,0.00073211384,0,-0.0013322524,108.92369221314337,632.6810448901932,11925,7800.3184,3.538647,1215.5756,0.3044389,6245.7773,4.5869555,0,,,,,108.92369221314337,0.00029276343,632.6810448901932,0.00043442336,-0.027358452,-0.20501903
