flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
0.9995584,0.00017638261,0,0.0014456388,471.76120035588144,486.65082751864014,1105,34751.586,6.1211696,1041.6097,0.4687456,39024.062,6.8862076,0,471.73899627562633,0.00011278285,486.6331789026923,0.000105328974,471.76120035588144,0.00021950746,486.65082751864014,0.00028259802,-0.0019974618,0.043522827
0.9998145,0.00017649168,0,0.0014462423,471.7616690361208,486.6508188283428,1106,34765.273,6.1216455,1039.3431,0.46697727,39034.062,6.8904653,0,471.7393466779453,0.000112775364,486.63340350841304,0.00010527231,471.7616690361208,0.00021935844,486.6508188283428,0.00028242898,-0.0019289112,0.04359748
0.99966043,0.00017650162,8192,0.0014468458,471.76120453555575,486.65069644691107,1107,34759.652,6.1214185,1041.2794,0.46803695,39028.047,6.8908534,8192,471.73901698479347,0.00011274842,486.6332715919184,0.00010529982,471.76120453555575,0.00021939653,486.65069644691107,0.00028248565,-0.002073017,0.043698817
0.9996658,0.00017628242,0,0.0014474493,471.7606068055436,486.6504315228102,1108,34753.82,6.121257,1042.094,0.46858165,39028.258,6.882296,0,471.7386558083762,0.000112717695,486.6330262419891,0.000105341474,471.7606068055436,0.00021942929,486.6504315228102,0.000282486,-0.002220319,0.043312807
0.9997572,0.00017646134,0,0.0014480526,471.7615353911509,486.64999447562116,1109,34762.88,6.1216288,1041.8536,0.46778116,39031.824,6.889281,0,471.73928570112173,0.00011280621,486.63267550260485,0.00010535077,471.7615353911509,0.00021938281,486.64999447562116,0.0002824329,-0.0018438378,0.043152705
0.9994753,0.00017646108,0,0.0014486559,471.7611271124293,486.6505664848328,1110,34750.594,6.1210475,1041.8097,0.4678624,39020.82,6.889271,0,471.73923003924614,0.000112827955,486.6327316520948,0.000105371764,471.7611271124293,0.00021950169,486.6505664848328,0.0002825945,-0.0018114686,0.042979427
0.9998872,0.00017626879,0,0.001449259,471.76140438905225,486.6501497494632,1111,34761.41,6.1215963,1042.6239,0.46691796,39036.902,6.8817635,0,471.7393814296345,0.000112859816,486.6323718864629,0.000105381565,471.76140438905225,0.0002194106,486.6501497494632,0.00028246714,-0.0018312386,0.04277053
0.9998194,0.00017672706,128,0.0014498621,471.76272825481357,486.6488305943941,1112,34760.746,6.123083,1041.0194,0.46822542,39034.254,6.899655,128,471.7393487267145,0.00011288494,486.6323478015959,0.00010536663,471.76272825481357,0.00021961538,486.6488305943941,0.00028289817,-0.001615779,0.042789087
0.99970967,0.00017644954,0,0.0014504652,471.7614542073866,486.6501473589092,1113,34755.957,6.121356,1042.4884,0.46778876,39029.97,6.88882,0,471.73930839243684,0.000112828806,486.63258916384046,0.00010535988,471.7614542073866,0.00021943304,486.6501473589092,0.0002825304,-0.0016776789,0.04275471
0.9992535,0.00017659803,128,0.0014510681,471.76188830946876,486.6500081063588,1114,34740.273,6.119111,1040.1268,0.4674723,39012.16,6.8946176,128,471.73979146532645,0.00011288293,486.6321044555953,0.000105426814,471.76188830946876,0.00021951513,486.6500081063588,0.0002826432,-0.0016316295,0.04247148
