flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
0.99924856,0.00040205274,0,0.0011448839,341.4891438674232,359.3823887282186,1105,9289.987,3.7960088,781.33325,0.30266964,11024.292,4.43568,0,,,,,341.4891438674232,0.0007687109,359.3823887282186,0.00059311,0.0116409855,-0.011417342
1.000649,0.00040257085,0,0.0011456639,341.4886530146783,359.3836279344505,1106,9303.572,3.7969272,781.0177,0.30223536,11039.742,4.4413958,0,,,,,341.4886530146783,0.00076711155,359.3836279344505,0.0005917998,0.011611097,-0.011421378
0.99967426,0.00040209174,0,0.0011464438,341.48900056986713,359.38183974038185,1107,9293.764,3.796139,780.75543,0.30220848,11028.988,4.43611,0,,,,,341.48900056986713,0.0007682978,359.38183974038185,0.00059283146,0.011723849,-0.011585258
1.0001315,0.00040207856,0,0.0011472236,341.4877942589535,359.3820681459385,1108,9299.542,3.7965002,780.0223,0.30191368,11034.032,4.4359646,0,,,,,341.4877942589535,0.0007678904,359.3820681459385,0.00059254485,0.011750555,-0.011603132
1.0008786,0.0004021534,0,0.0011480035,341.48805442329876,359.38303387380563,1109,9305.122,3.7970078,780.72485,0.30253896,11042.275,4.4367905,0,,,,,341.48805442329876,0.0007667133,359.38303387380563,0.0005916838,0.011222074,-0.01153167
0.999904,0.0004021009,0,0.0011487833,341.489711607169,359.38340803339213,1110,9296.765,3.7962868,780.35913,0.3027967,11031.522,4.436211,0,,,,,341.489711607169,0.0007677149,359.38340803339213,0.0005921603,0.011215554,-0.011449296
0.99957645,0.00040236325,0,0.001149563,341.48857600281036,359.3838416181484,1111,9293.964,3.7960715,780.06335,0.3024791,11027.909,4.4391055,0,,,,,341.48857600281036,0.00076803385,359.3838416181484,0.00059258315,0.011190377,-0.011366349
0.9995221,0.00040234355,0,0.0011503428,341.4887446358041,359.38384914935295,1112,9293.133,3.7960117,782.13153,0.30219826,11027.31,4.438888,0,,,,,341.4887446358041,0.0007679668,359.38384914935295,0.0005925423,0.011033418,-0.011257421
1.0001181,0.00040243313,0,0.0011511224,341.488302886157,359.38286693133443,1113,9299.006,3.79635,781.207,0.30188537,11033.886,4.4398766,0,,,,,341.488302886157,0.00076762756,359.38286693133443,0.0005923521,0.011069727,-0.011321774
1.0002362,0.00040262952,0,0.001151902,341.48559079697765,359.3833143742156,1114,9300.11,3.7965622,780.4284,0.30148602,11035.1875,4.4420433,0,,,,,341.48559079697765,0.00076719496,359.3833143742156,0.00059222896,0.010809179,-0.011233976
1.0008955,0.00040251823,0,0.0011526815,341.48738108945656,359.3821517716085,1115,9306.773,3.7970135,779.62085,0.3021783,11042.462,4.4408154,0,,,,,341.48738108945656,0.00076635525,359.3821517716085,0.0005914442,0.011027401,-0.011374682
