time,flux
0.0014284273,-0.8855035880837412
0.0014291229,-0.9940774077652683
0.0014298185,-1.0739297878276042
0.001430514,-0.9617975596976448
0.0014312094,-0.9772173296407355
0.0014319047,-1.0986268369397418
0.0014326,-0.992838319109146
0.0014332952,-1.0643136126158603
0.0014339903,-1.1716801151452751
0.0014346853,-1.0652879387386425
0.0014353803,-1.078610789417455
0.0014360752,-1.3132539369852432
0.00143677,-1.2958431527912797
0.0014374646,-1.281482432981665
0.0014381593,-1.1860196539522552
0.0014388538,-1.3613559940466355
0.0014395483,-1.5454612692460563
0.0014402427,-1.459191045375
0.001440937,-1.4400645999648407
0.0014416312,-1.4562892480093268
0.0014423254,-1.407911837913219
0.0014430195,-1.4727468870831812
0.0014437134,-1.6907629475557664
0.0014444074,-1.5827186529409194
0.0014451012,-1.5811512587433985
0.001445795,-1.6965665422870746
0.0014464887,-1.8229747662159552
0.0014471823,-1.6556660261331244
0.0014478758,-1.637619811859114
0.0014485692,-1.7764189223494105
0.0014492625,-1.8557417773449891
0.0014499559,-1.852564626944639
0.001450649,-1.8491544855149205
0.0014513421,-1.8921519209331101
0.0014520352,-1.8666288127169037
0.0014527281,-1.8284818269099135
0.001453421,-1.8814766955878905
0.0014541137,-2.0749016119616663
0.0014548064,-1.9002854259580264
0.0014554991,-2.0211654081902757
0.0014561916,-1.9529625795959416
0.0014568841,-2.119318174558664
0.0014575764,-1.9153451188557085
0.0014582687,-2.067488261027529
0.0014589609,-2.0569613027009845
0.0014596531,-2.080122729119611
0.0014603451,-2.057681456791725
0.0014610371,-1.9784221448041277
0.001461729,-2.094091600379846
0.0014624208,-2.0282822250871013
0.0014631125,-2.028049234057733
0.0014638042,-1.898188506693787
0.0014644958,-2.0801968626289296
0.0014651872,-2.0190896699287095
0.0014658787,-2.07498633597236
0.00146657,-1.9736140571982752
0.0014672612,-2.07540995602575
0.0014679523,-2.125312398314032
0.0014686434,-1.8748258607498018
0.0014693344,-2.0411602747098887
0.0014700253,-2.102754630471481
0.0014707161,-2.120716120734836
0.0014714069,-1.9104734882418357
0.0014720975,-1.8922154639410917
0.001472788,-1.9383688687569582
0.0014734785,-1.8486885034561833
0.001474169,-1.8941217541813096
0.0014748593,-1.9892032751626756
0.0014755495,-1.8964516644749176
0.0014762396,-1.826236640626999
0.0014769298,-1.6480620461749267
0.0014776197,-1.5892212207602945
0.0014783096,-1.7956724537755715
0.0014789994,-1.7020312409756861
0.0014796891,-1.6295710308448528
0.0014803788,-1.7759105782853266
0.0014810684,-1.7229368906100229
0.0014817578,-1.5818502318314653
0.0014824473,-1.6071191680156682
0.0014831366,-1.4729586971098763
0.0014838259,-1.4911955404079469
0.0014845149,-1.5887976007069429
0.0014852041,-1.601146125262973
0.001485893,-1.3104792256355715
0.0014865819,-1.5554587025058437
0.0014872707,-1.4665196722984826
0.0014879594,-1.4411448311009514
0.0014886481,-1.279364332714752
0.0014893366,-1.2653848709531808
0.0014900251,-1.2819695960430368
0.0014907134,-1.235922096240537
0.0014914018,-1.1103822934210332
0.0014920899,-1.1017192633293984
0.0014927781,-1.043280876965483
0.0014934662,1.140226326181759
0.0014941541,-0.9878501929805698
0.001494842,-1.0672789529895153
0.0014955298,-0.9631531438684706
0.0014962174,-0.9770690626220219
0.0014969051,-0.8039779088105561
0.0014975927,-0.8903328566922672
0.0014982801,-0.8674785548123658
0.0014989674,-0.5701396393442019
0.0014996547,-0.8705286191967142
0.0015003419,-0.5668989459358317
0.001501029,-0.63950742308534
0.001501716,-0.5621544013379606
0.0015024029,-0.588291758631579
0.0015030898,-0.7941287425694438
0.0015037765,-0.65407995292165
0.0015044631,-0.5670048509491985
0.0015051498,-0.42568520114127245
0.0015058363,-0.3689836569962266
0.0015065226,-0.3393937962675429
0.001507209,-0.34869225643926327
0.0015078952,-0.39543872932986845
0.0015085813,-0.22065309530484148
0.0015092675,-0.27369032598816534
0.0015099534,-0.26511201990718536
0.0015106393,-0.12336875004590749
0.0015113251,0.05946566499338085
0.0015120108,-0.05135334097109936
0.0015126965,0.046608796373266814
0.001513382,-0.1148963489782558
0.0015140674,0.06128723122290516
0.0015147527,0.0010484596321390404
0.0015154381,0.11339249778879347
0.0015161233,0.029663994238001982
0.0015168083,0.018353338812735535
0.0015174934,0.12813447564645192
0.0015181783,0.23397594598369256
0.0015188631,0.3118584927977905
0.0015195479,0.34462550392682434
0.0015202325,0.4320395019420112
